Player_ID,Total_Games,Total_Wins,Average_Rating,Win_Rate_%,Player_Tier
--jim--,1,0,986.0,0.0,Beginner
-0olo0-,1,0,1860.0,0.0,Expert
-l-_jedi_knight_-l-,1312,843,1466.0,64.25,Casual
-mati-,132,132,1252.0,100.0,Casual
-pavel-,132,132,1383.0,100.0,Casual
1063314,2,2,1670.0,100.0,Club Player
1111112222,144,1,1504.0,0.69,Club Player
1240100948,1948,1118,1698.0,57.39,Club Player
12ss34,60,60,1615.0,100.0,Club Player
1714-2014,61,0,1422.0,0.0,Casual
20200,14,13,1229.0,92.86,Casual
222222,28,28,1076.0,100.0,Beginner
2700172,139,126,1884.0,90.65,Expert
29rus,7,7,1492.0,100.0,Casual
2vincent2,1,0,1486.0,0.0,Casual
334,1,1,1418.0,100.0,Casual
5b2013jonathan,2,1,1548.0,50.0,Club Player
5meodipt,1,0,1374.0,0.0,Casual
79165333785,2,2,1781.0,100.0,Club Player
8124524987,16,16,1348.0,100.0,Casual
89178820401,142,142,1469.0,100.0,Casual
a-00,257,0,1350.0,0.0,Casual
a-devi,23,23,1679.0,100.0,Club Player
a-maniac-hell,24,0,1328.0,0.0,Casual
a-mb,284,0,1626.0,0.0,Club Player
a123soup,46,0,1213.0,0.0,Casual
a1s2d3,1,1,1498.0,100.0,Casual
a2520,2,2,1831.0,100.0,Expert
a3o,142,142,1674.0,100.0,Club Player
a55s72,21,6,1539.0,28.57,Club Player
a7twen,2,0,1500.0,0.0,Casual
a87144434784,30,0,1848.0,0.0,Expert
a9200012,142,142,1868.0,100.0,Expert
a99mimon,78,78,1545.0,100.0,Club Player
a_arda_y,79,24,1500.0,30.38,Casual
a_b_d_o,1,0,2017.0,0.0,Expert
a_p_t_e_m_u_u,182,159,1355.0,87.36,Casual
a_raccoon,17,1,1435.0,5.88,Casual
a_sonnadjoshi,132,0,1500.0,0.0,Casual
a_th-19,2,2,1878.0,100.0,Expert
aa2000,123,0,1833.0,0.0,Expert
aa2009,2,1,1919.0,50.0,Expert
aa22bb,35,35,1858.0,100.0,Expert
aaa_1,1,1,1384.0,100.0,Casual
aaaaaaaddd,159,26,1793.0,16.35,Club Player
aaabbb111222,33,0,1772.0,0.0,Club Player
aabmuslim,15,15,1500.0,100.0,Casual
aalmeida,24,0,1819.0,0.0,Expert
aanady,2,2,1640.0,100.0,Club Player
aandersoares,1,0,1500.0,0.0,Casual
aaoott,45,45,1318.0,100.0,Casual
aart7778797,46,46,1538.0,100.0,Club Player
aarush_shukla,142,0,1286.0,0.0,Casual
aarya143,2,0,1454.0,0.0,Casual
aayalac,1,0,1835.0,0.0,Expert
ab2,1,0,1666.0,0.0,Club Player
ab_elkholy,39,0,1658.0,0.0,Club Player
abaraba,852,852,1903.0,100.0,Expert
abasdelvar,1,0,1498.0,0.0,Casual
abayanko,1,0,1490.0,0.0,Casual
abba111,142,142,1317.0,100.0,Casual
abbas25865,1,1,1874.0,100.0,Expert
abbedreza,1,1,1637.0,100.0,Club Player
abbykoopman22,324,0,1116.0,0.0,Beginner
abcd0987,58,29,1905.0,50.0,Expert
abcd1611,284,142,1858.0,50.0,Expert
abcheck,1,1,1768.0,100.0,Club Player
abdalla1,1,1,1706.0,100.0,Club Player
abdallah993,284,142,1398.0,50.0,Casual
abdallah_t_mahmoud,40,0,1702.0,0.0,Club Player
abdallahsweden,10,10,1649.0,100.0,Club Player
abdel19,1,0,1677.0,0.0,Club Player
abdelkaben,1,0,1629.0,0.0,Club Player
abdelkadeer,1,0,1753.0,0.0,Club Player
abdiellopez4,252,0,1096.0,0.0,Beginner
abdiguna39,1,0,1757.0,0.0,Club Player
abdito,1,0,1110.0,0.0,Beginner
abdo72,1,1,1969.0,100.0,Expert
abdollahi41347,1,1,1784.0,100.0,Club Player
abdolvhab,1,0,1965.0,0.0,Expert
abdosalah,30,30,1900.0,100.0,Expert
abdoshepl,112,112,1642.0,100.0,Club Player
abdoulrhman,1,1,1515.0,100.0,Club Player
abdouorabi,9,0,2111.0,0.0,Expert
abdula67,134,0,1645.0,0.0,Club Player
abdulla22,1,0,1643.0,0.0,Club Player
abdullah116,1,0,1786.0,0.0,Club Player
abdullahhadi3,1,0,1368.0,0.0,Casual
abdullahsuper1,15,0,1723.0,0.0,Club Player
abdulmajeed21,1,1,1320.0,100.0,Casual
abekabek,2,1,1624.0,50.0,Club Player
abel233,1,1,1904.0,100.0,Expert
abel4865,178,0,1722.0,0.0,Club Player
abeq,1,0,1851.0,0.0,Expert
abhay2188,142,0,1474.0,0.0,Casual
abhi07,1,1,1726.0,100.0,Club Player
abhijeet24,1,1,1898.0,100.0,Expert
abhinandan46698,2,2,1842.0,100.0,Expert
abhishek1981,1,0,1542.0,0.0,Club Player
abhradeep,1,0,1602.0,0.0,Club Player
abhydtech,1,1,1500.0,100.0,Casual
abidara,2,1,2012.0,50.0,Expert
abidazad,3,0,1500.0,0.0,Casual
abikhoshnavaz,2,0,1847.0,0.0,Expert
abirray,1,1,1495.0,100.0,Casual
abischabi,132,132,1500.0,100.0,Casual
abiyogenez,1,1,1569.0,100.0,Club Player
abja40,2,2,2016.0,100.0,Expert
abm-1302,8,0,1606.0,0.0,Club Player
abmarac,1,1,1368.0,100.0,Casual
abner93rubiks,13,13,1390.0,100.0,Casual
abnormalchess,111,0,2305.0,0.0,Master
abo7amdo,1,1,1154.0,100.0,Beginner
aboabdo,1,0,1727.0,0.0,Club Player
aboadbau,1,1,1184.0,100.0,Beginner
aboameer,142,0,954.0,0.0,Beginner
abofaz,1,1,1747.0,100.0,Club Player
abohadi15,2,0,1426.0,0.0,Casual
abolfaz14,142,142,1781.0,100.0,Club Player
abolfazl1386,112,0,1500.0,0.0,Casual
abolfazlm72,1,1,1212.0,100.0,Casual
abolith,1,0,1846.0,0.0,Expert
abomarzouk,284,142,1943.0,50.0,Expert
abondano,1,1,1319.0,100.0,Casual
aboohanafi,1,1,1522.0,100.0,Club Player
aboud,1928,987,1582.0,51.19,Club Player
abricot,24,24,1500.0,100.0,Casual
abrigo,19,19,2085.0,100.0,Expert
abril40,132,0,1531.0,0.0,Club Player
abs1985,111,0,1851.0,0.0,Expert
abstract1972,1,1,1884.0,100.0,Expert
abstractmind_77,1,1,1911.0,100.0,Expert
absyntheminded,132,132,1074.0,100.0,Beginner
abujssar,5,4,1472.0,80.0,Casual
abusadiq67,1,0,1500.0,0.0,Casual
abuzeen-300,2,2,1999.0,100.0,Expert
abylai,134,0,1725.0,0.0,Club Player
ac80,1,0,1323.0,0.0,Casual
ac85,1,1,1383.0,100.0,Casual
aca021,1,0,1622.0,0.0,Club Player
acadakic,123,123,1481.0,100.0,Casual
academicninja99,2,2,1500.0,100.0,Casual
acahn,2,2,1461.0,100.0,Casual
acalkins,1,0,1560.0,0.0,Club Player
acamus66,1,0,2030.0,0.0,Expert
acapaca,1,0,1823.0,0.0,Expert
acarina,54,0,1377.0,0.0,Casual
accesspror4,3,2,1484.0,66.67,Casual
accghjms,132,132,1814.0,100.0,Expert
accountant11,22,0,1247.0,0.0,Casual
accrochetaceinture,134,134,1653.0,100.0,Club Player
aceituna,1,1,1506.0,100.0,Club Player
acer987,1,1,1272.0,100.0,Casual
achessplayer2016,2,0,1752.0,0.0,Club Player
achibbi8,18,0,1579.0,0.0,Club Player
achikotetunashvili,3,1,1650.0,33.33,Club Player
achille52,1,0,2043.0,0.0,Expert
achim84,1,0,1479.0,0.0,Casual
achter,12,12,1436.0,100.0,Casual
achternbusch2,1,0,1911.0,0.0,Expert
acidinsomnia,1,1,1012.0,100.0,Beginner
acidkat930,880,159,969.0,18.07,Beginner
acidrain1613,142,0,1935.0,0.0,Expert
acidrain89,1,1,1592.0,100.0,Club Player
acidus,1,0,1231.0,0.0,Casual
acj4-chess,1,0,1500.0,0.0,Casual
acmilan1,1,0,1414.0,0.0,Casual
acoffee,55,55,1638.0,100.0,Club Player
acostadamaia,15,15,1500.0,100.0,Casual
acpok,123,123,1594.0,100.0,Club Player
acrossimpact,284,284,960.0,100.0,Beginner
acrux,1,0,1599.0,0.0,Club Player
acsinteco,1,1,1561.0,100.0,Club Player
activeguard,142,142,1593.0,100.0,Club Player
acuadros,123,0,1500.0,0.0,Casual
acuario22,132,0,1765.0,0.0,Club Player
acustic,1,1,1550.0,100.0,Club Player
acutefluffycrab,1,1,1771.0,100.0,Club Player
acyang,222,111,1446.0,50.0,Casual
acye,284,142,2270.0,50.0,Master
adabriwala,2,2,1446.0,100.0,Casual
adaert,2,2,1649.0,100.0,Club Player
adam0001,79,0,1209.0,0.0,Casual
adam1920,46,0,1975.0,0.0,Expert
adam1969,1,0,1231.0,0.0,Casual
adam22,1,0,1752.0,0.0,Club Player
adamadem,2,2,1606.0,100.0,Club Player
adamsandler,134,0,2103.0,0.0,Expert
adamsmith316,16,16,1041.0,100.0,Beginner
adamsoun,1,1,1430.0,100.0,Casual
adamstrong,1,1,1845.0,100.0,Expert
adamzhorzhevych,20,0,1457.0,0.0,Casual
adarsh2001,142,142,1203.0,100.0,Casual
adatene,43,18,1611.0,41.86,Club Player
adcz,202,0,1728.0,0.0,Club Player
addgun,1,1,1500.0,100.0,Casual
addict51,1,1,1743.0,100.0,Club Player
addir69,1,0,1534.0,0.0,Club Player
addytino,1,1,1562.0,100.0,Club Player
addyw,1,1,1606.0,100.0,Club Player
adei,111,0,1226.0,0.0,Casual
adel1969,123,0,1547.0,0.0,Club Player
adel_leda,112,0,1500.0,0.0,Casual
adelfas,1,0,1708.0,0.0,Club Player
adelko,2,2,1470.0,100.0,Casual
adenildo,1,0,1950.0,0.0,Expert
aderbalco,39,39,1547.0,100.0,Club Player
aderus,1,0,1259.0,0.0,Casual
adesh46,1,1,1828.0,100.0,Expert
adesso,111,111,1632.0,100.0,Club Player
adgofe,1,1,1794.0,100.0,Club Player
adhen,568,426,1756.0,75.0,Club Player
adhonay,1,1,1402.0,100.0,Casual
adi_tiwari,1,1,1458.0,100.0,Casual
adictochesser,4,1,1950.0,25.0,Expert
adictus11,1,1,1278.0,100.0,Casual
adikamat,134,134,1817.0,100.0,Expert
adil_undeniable,1,0,1756.0,0.0,Club Player
adilet123,89,89,1515.0,100.0,Club Player
adilsonconciani,130,0,1825.0,0.0,Expert
adilsontxyw,1,0,1530.0,0.0,Club Player
adivanov2009,7,0,1467.0,0.0,Casual
adkinley,132,0,1406.0,0.0,Casual
admin_skom,1,0,1954.0,0.0,Expert
adminhitam,135,0,1452.0,0.0,Casual
admirim_i,1,1,1635.0,100.0,Club Player
admx,2,0,1500.0,0.0,Casual
adn_bravo88,111,0,1500.0,0.0,Casual
adnanraj,1,1,1343.0,100.0,Casual
adonaiadan,1,0,1729.0,0.0,Club Player
adorna,1,1,1583.0,100.0,Club Player
adovaro,1,0,1372.0,0.0,Casual
adri_taubate_brasil,1,0,1527.0,0.0,Club Player
adriahikmal,1,1,1141.0,100.0,Beginner
adrian-xt,1,1,1567.0,100.0,Club Player
adrian123456789,1,1,1507.0,100.0,Club Player
adrianjunior,6,0,1381.0,0.0,Casual
adrianomasson,1,1,1494.0,100.0,Casual
adrianovidiu1980,1,0,1553.0,0.0,Club Player
adriansywu,380,146,1403.0,38.42,Casual
adriaticor2,134,0,1412.0,0.0,Casual
adryy,123,0,1140.0,0.0,Beginner
adsoargento,24,0,1950.0,0.0,Expert
adsoo,1,0,1675.0,0.0,Club Player
adulam,8,0,2008.0,0.0,Expert
adzi22,1,1,1789.0,100.0,Club Player
adzril78,20,0,1501.0,0.0,Club Player
ae_mat,142,0,1833.0,0.0,Expert
aeapmestre,1,0,2123.0,0.0,Expert
aeilnrst,642,319,1954.0,49.69,Expert
aekacab,111,111,1545.0,100.0,Club Player
aelent,1,0,1610.0,0.0,Club Player
aerdna87,3,0,1353.0,0.0,Casual
aerive,1,1,1932.0,100.0,Expert
aerosolpaint,1,0,1317.0,0.0,Casual
aev,142,142,1614.0,100.0,Club Player
aevitiello,84,84,2110.0,100.0,Expert
afberretta,1,1,1287.0,100.0,Casual
afc1224,2,0,1664.0,0.0,Club Player
aferist,1,0,1965.0,0.0,Expert
afgalin,1,1,1500.0,100.0,Casual
afiffudin,1,0,1832.0,0.0,Expert
afify1976,22,22,1394.0,100.0,Casual
afndina,1,0,1158.0,0.0,Beginner
afredoford,3,2,1482.0,66.67,Casual
africool,1,1,2000.0,100.0,Expert
afrisham-iran,2,0,1840.0,0.0,Expert
afshin135,1,1,1696.0,100.0,Club Player
afshin1970,92,46,1924.0,50.0,Expert
afshinhajari,1,1,1470.0,100.0,Casual
afshinoo7,142,142,1730.0,100.0,Club Player
aftandil,4,4,1500.0,100.0,Casual
afysan,142,142,1556.0,100.0,Club Player
aga41_mail-ru,3,1,1885.0,33.33,Expert
agabek1948,1,0,1469.0,0.0,Casual
agarahman,1,1,1353.0,100.0,Casual
agarchess16,1,0,1592.0,0.0,Club Player
agatonsax,1,0,1500.0,0.0,Casual
agayet,1,1,1536.0,100.0,Club Player
agazamiseh,268,0,1412.0,0.0,Casual
agent_x,1,0,1333.0,0.0,Casual
agentbouncyball,111,0,1367.0,0.0,Casual
ageold,134,0,1633.0,0.0,Club Player
aggelos81,1,0,1440.0,0.0,Casual
aggelospaok,1,0,1810.0,0.0,Expert
aggrusb,1,1,1377.0,100.0,Casual
aghagoll,1,0,1673.0,0.0,Club Player
agilm,142,0,1189.0,0.0,Beginner
agimymeri1,1,0,2007.0,0.0,Expert
agkosmin,1,0,1700.0,0.0,Club Player
agmur,137,0,1034.0,0.0,Beginner
ago177,5,0,1963.0,0.0,Expert
agonistes,29,29,1920.0,100.0,Expert
agonz,2,0,1504.0,0.0,Club Player
agr_ymb,112,0,1686.0,0.0,Club Player
agremond,1,1,1595.0,100.0,Club Player
agri1989,9,4,1510.0,44.44,Club Player
agsgags,4,4,1002.0,100.0,Beginner
agtnt6,23,0,1801.0,0.0,Expert
aguar,1,0,1874.0,0.0,Expert
aguilajc,3,1,1905.0,33.33,Expert
aguschaza123,1,1,1565.0,100.0,Club Player
agusfil,31,0,1419.0,0.0,Casual
agustin015933,1,0,1632.0,0.0,Club Player
agustin1974,2,0,1576.0,0.0,Club Player
agustin_chess,1,1,1563.0,100.0,Club Player
agustincba,43,0,1376.0,0.0,Casual
agustincfco,1,1,1697.0,100.0,Club Player
agusws,1,1,1786.0,100.0,Club Player
agvega14,1,1,1838.0,100.0,Expert
aha95666,93,0,1443.0,0.0,Casual
ahaanomegas,2,1,1185.0,50.0,Beginner
ahanuchess,2,0,1366.0,0.0,Casual
ahiyad,1,1,2005.0,100.0,Expert
ahl57,1,0,1162.0,0.0,Beginner
ahm7777,1,1,1500.0,100.0,Casual
ahmad1,134,134,1641.0,100.0,Club Player
ahmad909,3,1,2010.0,33.33,Expert
ahmad94,156,156,1570.0,100.0,Club Player
ahmad___salehi1367,1,1,1706.0,100.0,Club Player
ahmadirr,4,3,1657.0,75.0,Club Player
ahmadliaydin,1,1,1397.0,100.0,Casual
ahmadmz,1,1,1643.0,100.0,Club Player
ahmadn42,78,78,1767.0,100.0,Club Player
ahmadsan,111,0,1560.0,0.0,Club Player
ahmbat,1,0,1748.0,0.0,Club Player
ahmd11,2,0,2034.0,0.0,Expert
ahmed-1977,1,1,1715.0,100.0,Club Player
ahmed112200,1,1,1826.0,100.0,Expert
ahmed6083,1,0,1595.0,0.0,Club Player
ahmed_chess11,1,1,1705.0,100.0,Club Player
ahmed_hisham,57,0,1500.0,0.0,Casual
ahmedalieldeep,1,0,1702.0,0.0,Club Player
ahmedbakeer,2,1,1813.0,50.0,Expert
ahmedchessb,1,0,1521.0,0.0,Club Player
ahmedgomez,1101,369,1446.0,33.51,Casual
ahmedham,246,0,1325.0,0.0,Casual
ahmedhamdytharwat,1,0,1548.0,0.0,Club Player
ahmedmachine,1,1,1716.0,100.0,Club Player
ahmedsalah88,111,0,1480.0,0.0,Casual
ahmedtalaat22,1,0,1798.0,0.0,Club Player
ahmedyousry29,142,0,1228.0,0.0,Casual
ahmet2004,142,0,1575.0,0.0,Club Player
ahmet_c,55,55,1426.0,100.0,Casual
ahmet_d,1,1,1571.0,100.0,Club Player
ahmet_kose,1,0,1532.0,0.0,Club Player
ahmeth,1,0,1910.0,0.0,Expert
ahmethamit,1,1,1484.0,100.0,Casual
ahmetoda,1,1,1469.0,100.0,Casual
ahmetrasay,124,0,1751.0,0.0,Club Player
ahmettas98,1,1,1290.0,100.0,Casual
ahoover8,134,0,1504.0,0.0,Club Player
ahras,142,142,1638.0,100.0,Club Player
ahtoxa82,111,111,1372.0,100.0,Casual
ahtym11ahtym11,2,2,1600.0,100.0,Club Player
ahuang,396,132,1500.0,33.33,Casual
ahura10,134,0,1758.0,0.0,Club Player
aibashov_azamat,1,1,1703.0,100.0,Club Player
aibiyke,134,134,1421.0,100.0,Casual
aidarboss,1,1,1859.0,100.0,Expert
aidenleahycrooks,962,140,1861.0,14.55,Expert
aident69,1,0,1500.0,0.0,Casual
aidynnur,142,142,1563.0,100.0,Club Player
aiex-1,1,1,1242.0,100.0,Casual
aifel,2,0,1722.0,0.0,Club Player
aig,12,12,1574.0,100.0,Club Player
aig7,284,0,1276.0,0.0,Casual
aigus,3,3,1800.0,100.0,Club Player
aikidable,1,1,1406.0,100.0,Casual
aimery,1,1,1485.0,100.0,Casual
aimzzz,356,178,1564.0,50.0,Club Player
airblade92,134,0,1743.0,0.0,Club Player
airpap23,1,0,1256.0,0.0,Casual
airph,3,2,1458.0,66.67,Casual
airyneon,257,136,1785.0,52.92,Club Player
airys,1,0,1790.0,0.0,Club Player
aiutoooooooo,284,142,2036.0,50.0,Expert
aivotulehdus,132,132,1914.0,100.0,Expert
ajacfull,2,2,1696.0,100.0,Club Player
ajagab2466,31,0,1690.0,0.0,Club Player
ajay_27,1,1,1468.0,100.0,Casual
ajaykl,31,0,1911.0,0.0,Expert
ajaysharma261253,53,30,1810.0,56.6,Expert
ajdar1360,132,132,1770.0,100.0,Club Player
ajji58,4,4,1336.0,100.0,Casual
ajkhsh78,1,1,1814.0,100.0,Expert
ajm37,1,0,1488.0,0.0,Casual
ajp,1,1,1645.0,100.0,Club Player
ajps17,4,1,1907.0,25.0,Expert
ajswag,72,0,1682.0,0.0,Club Player
ajveno,12,12,1734.0,100.0,Club Player
ak0706,132,132,1344.0,100.0,Casual
ak6664,65,54,1549.0,83.08,Club Player
aka121,3153,1953,1817.0,61.94,Expert
akaish,2,0,1463.0,0.0,Casual
akamil1982,1,1,1805.0,100.0,Expert
akao,1,1,1625.0,100.0,Club Player
akbar,13,0,1685.0,0.0,Club Player
akcium,142,0,1565.0,0.0,Club Player
akdrews,1,0,1256.0,0.0,Casual
akel61,2,0,1848.0,0.0,Expert
akgs,135,0,2120.0,0.0,Expert
akhenaton,1,1,1839.0,100.0,Expert
akhmedov10,93,93,1366.0,100.0,Casual
akimbohorst,1,0,1186.0,0.0,Beginner
akin_fatih,1,1,1762.0,100.0,Club Player
akiyama27,1,0,1794.0,0.0,Club Player
akmar,442,308,1839.0,69.68,Expert
aks_oks,111,0,1477.0,0.0,Casual
aksell,134,134,1906.0,100.0,Expert
aksoy,1,0,1439.0,0.0,Casual
akssada,2,0,1292.0,0.0,Casual
akul23,132,0,1500.0,0.0,Casual
akula2708,1,1,1307.0,100.0,Casual
akutt52y,142,0,1707.0,0.0,Club Player
akvik75,1,1,1756.0,100.0,Club Player
aky94536,528,396,1444.0,75.0,Casual
al-ol-da55,2,1,1559.0,50.0,Club Player
al1974,18,0,1929.0,0.0,Expert
alaa_haifawi,134,134,1500.0,100.0,Casual
alaclan,111,0,1919.0,0.0,Expert
aladain,1,0,1574.0,0.0,Club Player
alaibek,268,0,1690.0,0.0,Club Player
alaindubleu,135,0,1633.0,0.0,Club Player
alakard,8,5,1852.0,62.5,Expert
alalkant,1,1,1500.0,100.0,Casual
alameldine,76,0,1508.0,0.0,Club Player
alampas,142,0,1216.0,0.0,Casual
alamsyahwk,225,224,1752.0,99.56,Club Player
alan09,19,19,2000.0,100.0,Expert
alan4ik,1,0,1387.0,0.0,Casual
alan98,1,0,1551.0,0.0,Club Player
alanav,1,1,2167.0,100.0,Expert
alandeejay,306,2,1565.0,0.65,Club Player
alandonalan,43,0,1368.0,0.0,Casual
alankarajallo,84,0,1414.0,0.0,Casual
alanogier,33,0,1838.0,0.0,Expert
alanoytoro,124,124,1796.0,100.0,Club Player
alanreygadas,142,0,1408.0,0.0,Casual
alavizenna,1,0,1562.0,0.0,Club Player
alba92,1,1,1254.0,100.0,Casual
albacea,15,15,1827.0,100.0,Expert
albaner71,1,0,1959.0,0.0,Expert
albanirneves,1,0,1316.0,0.0,Casual
albarnal,1,1,1505.0,100.0,Club Player
albatz59,6,6,1832.0,100.0,Expert
albeepach,1,1,1500.0,100.0,Casual
alber85,1,1,1068.0,100.0,Beginner
albert_vicario,1,1,2086.0,100.0,Expert
albertlai431,408,407,1696.0,99.75,Club Player
alberto1983,2,1,1362.0,50.0,Casual
alberto2,132,0,1973.0,0.0,Expert
albertocdj,264,132,1766.0,50.0,Club Player
albertocuevasalcocer,1,1,1082.0,100.0,Beginner
albertolondonom,48,24,1398.0,50.0,Casual
albertomhr,2,0,1500.0,0.0,Casual
albi83,61,0,1491.0,0.0,Casual
albinas,35,0,1629.0,0.0,Club Player
albix,1,0,1588.0,0.0,Club Player
albyrani,284,0,1526.0,0.0,Club Player
alc_rabie,1,1,1829.0,100.0,Expert
alcaponehun,1,1,1134.0,100.0,Beginner
alcarax,1,1,2018.0,100.0,Expert
alcenero,1,0,1468.0,0.0,Casual
alcewere,44,44,1785.0,100.0,Club Player
alcianblue,46,0,2102.0,0.0,Expert
alcinocorreia,1,1,1887.0,100.0,Expert
alco0727,142,142,1486.0,100.0,Casual
alda5,2,1,1477.0,50.0,Casual
aldaarqt,5,4,1613.0,80.0,Club Player
aldairrodriguez,1,0,1578.0,0.0,Club Player
aldali,1,1,1806.0,100.0,Expert
aldar_khaidakov,1,1,1812.0,100.0,Expert
aldarisvet,89,89,1930.0,100.0,Expert
aldo002,1,1,1200.0,100.0,Beginner
aldok,142,142,1430.0,100.0,Casual
aldomorphy,123,123,2079.0,100.0,Expert
aldoraine,1,1,1777.0,100.0,Club Player
aldote,1,0,1572.0,0.0,Club Player
aldyz,1,0,1603.0,0.0,Club Player
alec2005,1,0,1239.0,0.0,Casual
alecs,1,1,1165.0,100.0,Beginner
alecsis2013,1,1,2080.0,100.0,Expert
aleechi,1,1,1503.0,100.0,Club Player
alefdz,2,2,1362.0,100.0,Casual
aleff_blendon,1,1,1165.0,100.0,Beginner
aleffblendon,1,0,1284.0,0.0,Casual
alefmarques,1,0,1462.0,0.0,Casual
alejandr,93,0,1104.0,0.0,Beginner
alejandro555,2,1,1779.0,50.0,Club Player
alejandro_spb,1,1,1380.0,100.0,Casual
alejandroalfaroq,1,1,1881.0,100.0,Expert
alejandrobr,1,1,2315.0,100.0,Master
alejandropert,2,0,1546.0,0.0,Club Player
alejo2737,142,0,1966.0,0.0,Expert
alejol,132,0,1091.0,0.0,Beginner
alekc31,134,0,2004.0,0.0,Expert
alekhine_rose,39,0,2130.0,0.0,Expert
alekhinesdef,142,0,1459.0,0.0,Casual
aleks120560,1,0,1785.0,0.0,Club Player
aleks1963,36,35,1801.0,97.22,Expert
aleks22,134,134,1796.0,100.0,Club Player
aleks7397,1,1,1744.0,100.0,Club Player
aleks_17,1,1,2011.0,100.0,Expert
aleks_1969,39,0,1839.0,0.0,Expert
aleksandar,142,142,1411.0,100.0,Casual
aleksander10032007,40,7,1436.0,17.5,Casual
aleksander123,25,0,1543.0,0.0,Club Player
aleksander_80,61,61,1711.0,100.0,Club Player
aleksandr160276,2,0,1604.0,0.0,Club Player
aleksandr60,1,1,1996.0,100.0,Expert
aleksandrfrankevich,2,1,1850.0,50.0,Expert
aleksandrniki10,134,0,1253.0,0.0,Casual
aleksandrs79,3,1,1575.0,33.33,Club Player
aleksandrsedleckij,1,1,1909.0,100.0,Expert
aleksey-2014,54,0,1642.0,0.0,Club Player
aleksey-sharov,1,0,1742.0,0.0,Club Player
alemali,1,0,1585.0,0.0,Club Player
alemiha,73,73,1500.0,100.0,Casual
alenea,1,1,1453.0,100.0,Casual
alenka1c,71,0,1510.0,0.0,Club Player
aleph00,5,5,1833.0,100.0,Expert
aleph6,296,146,1656.0,49.32,Club Player
alequine,1,0,1527.0,0.0,Club Player
alequis1991,2,1,1964.0,50.0,Expert
aleroniponi,324,0,1404.0,0.0,Casual
alesansil,15,15,1500.0,100.0,Casual
alessandrogr,30,0,1564.0,0.0,Club Player
alessandroramos,1,0,1783.0,0.0,Club Player
aletranger,1,1,1955.0,100.0,Expert
alev293,5,0,1716.0,0.0,Club Player
alevipj,6,6,1478.0,100.0,Casual
alex-f87,46,46,1463.0,100.0,Casual
alex-kaminskii,1,1,2152.0,100.0,Expert
alex0404,1,0,1807.0,0.0,Expert
alex1311,1,0,1848.0,0.0,Expert
alex16pet,1,0,1292.0,0.0,Casual
alex198013,1,1,1594.0,100.0,Club Player
alex236,1,0,1509.0,0.0,Club Player
alex28195,195,117,1416.0,60.0,Casual
alex52100,1,0,1002.0,0.0,Beginner
alex666pion,1,0,1268.0,0.0,Casual
alex7kr_ru,1,1,1816.0,100.0,Expert
alex9222,142,142,1371.0,100.0,Casual
alex945,1,0,1689.0,0.0,Club Player
alex_11_0,1,0,1398.0,0.0,Casual
alex_1396,68,14,1457.0,20.59,Casual
alex_17,26,0,1811.0,0.0,Expert
alex_22,89,0,1563.0,0.0,Club Player
alex_65537,8,0,1626.0,0.0,Club Player
alex_anaua,4,1,1760.0,25.0,Club Player
alex_bogdanov,112,0,1583.0,0.0,Club Player
alex_cos,2,0,1498.0,0.0,Casual
alex_litl,134,0,1890.0,0.0,Expert
alex_renegade,3,0,1470.0,0.0,Casual
alex_smite,1,1,1476.0,100.0,Casual
alex_smith,45,0,1362.0,0.0,Casual
alex_z,2,0,1753.0,0.0,Club Player
alexamer,142,0,1469.0,0.0,Casual
alexander1974,1,1,1457.0,100.0,Casual
alexander99trg,1,1,1867.0,100.0,Expert
alexanderar1977,2,1,1822.0,50.0,Expert
alexanderbtc,134,134,1366.0,100.0,Casual
alexanderchessu,142,142,1677.0,100.0,Club Player
alexandergon,132,132,1500.0,100.0,Casual
alexanderkutepov,1,0,1591.0,0.0,Club Player
alexanderx,1,1,2007.0,100.0,Expert
alexandr-l,124,124,1667.0,100.0,Club Player
alexandr2017,134,134,1736.0,100.0,Club Player
alexandr_b,142,0,1452.0,0.0,Casual
alexandre789,1,1,1842.0,100.0,Expert
alexandre_silva,3,2,1478.0,66.67,Casual
alexandribndayd,71,0,1643.0,0.0,Club Player
alexandro33,1,1,1707.0,100.0,Club Player
alexandro75,134,0,1642.0,0.0,Club Player
alexandros64,111,0,2116.0,0.0,Expert
alexandrov8511,1,0,1405.0,0.0,Casual
alexandrp2009,1,1,1509.0,100.0,Club Player
alexandrs,1,1,1790.0,100.0,Club Player
alexandrsolodovnik,2,1,1431.0,50.0,Casual
alexang,1,1,1641.0,100.0,Club Player
alexblc,142,0,1525.0,0.0,Club Player
alexc5325,1,1,2368.0,100.0,Master
alexcicocico,1,0,1702.0,0.0,Club Player
alexcl,1,1,1953.0,100.0,Expert
alexdp777,1,1,1574.0,100.0,Club Player
alexeus1,1,1,1378.0,100.0,Casual
alexey2005,1,1,1720.0,100.0,Club Player
alexey33,16,16,1497.0,100.0,Casual
alexey_0185,1,0,1753.0,0.0,Club Player
alexeyd,1,0,1147.0,0.0,Beginner
alexeyshimanbezprogi,1,1,2029.0,100.0,Expert
alexeyz,1,0,1779.0,0.0,Club Player
alexfernando,132,0,1328.0,0.0,Casual
alexharut,1,0,1423.0,0.0,Casual
alexip,2,0,1548.0,0.0,Club Player
