increment_code,total_time,initial_time,increment,Speed_Category,Time_ID
10+8,15.2,10,8,Rapid,670
10+8,17.6,10,8,Rapid,671
10+8,26.933333333333337,10,8,Rapid,672
10+8,19.066666666666663,10,8,Rapid,673
5+8,17.8,5,8,Rapid,674
15+15,33.75,15,15,Classic,675
10+1,10.933333333333334,10,1,Rapid,676
30+2,31.3,30,2,Classic,677
20+30,39.5,20,30,Classic,678
30+3,37.15,30,3,Classic,679
14+10,17.833333333333332,14,10,Rapid,680
25+10,44.66666666666666,25,10,Classic,681
10+10,15.666666666666666,10,10,Rapid,682
10+2,11.166666666666666,10,2,Rapid,683
15+5,15.916666666666666,15,5,Rapid,684
10+5,11.5,10,5,Rapid,685
10+5,10.916666666666666,10,5,Rapid,686
5+8,20.6,5,8,Rapid,687
7+3,9.0,7,3,Rapid,688
10+2,11.266666666666666,10,2,Rapid,689
10+5,17.333333333333332,10,5,Rapid,690
5+30,36.0,5,30,Classic,691
5+8,16.733333333333334,5,8,Rapid,692
7+2,9.8,7,2,Blitz,693
8+1,9.45,8,1,Blitz,694
10+2,12.366666666666667,10,2,Rapid,695
10+5,11.916666666666666,10,5,Rapid,696
45+45,92.25,45,45,Classic,697
10+5,22.416666666666664,10,5,Rapid,698
15+10,30.666666666666664,15,10,Rapid,699
15+10,25.166666666666664,15,10,Rapid,700
15+10,18.5,15,10,Rapid,701
15+10,20.0,15,10,Rapid,702
15+10,21.666666666666664,15,10,Rapid,703
7+7,9.216666666666669,7,7,Rapid,704
10+1,10.75,10,1,Rapid,705
20+8,34.53333333333333,20,8,Rapid,706
10+10,17.5,10,10,Rapid,707
15+1,16.016666666666666,15,1,Rapid,708
15+10,22.0,15,10,Rapid,709
30+30,74.5,30,30,Classic,710
30+30,42.5,30,30,Classic,711
30+30,44.0,30,30,Classic,712
7+7,10.5,7,7,Rapid,713
10+15,41.25,10,15,Rapid,714
8+2,12.666666666666668,8,2,Rapid,715
5+5,10.583333333333332,5,5,Rapid,716
30+5,36.25,30,5,Classic,717
19+0,19.0,19,0,Rapid,718
2+10,9.666666666666666,2,10,Rapid,719
10+7,16.53333333333333,10,7,Rapid,720
9+12,22.0,9,12,Rapid,721
8+15,15.25,8,15,Rapid,722
15+30,60.0,15,30,Classic,723
15+5,17.25,15,5,Rapid,724
15+15,21.25,15,15,Classic,725
9+3,15.5,9,3,Rapid,726
20+1,21.416666666666668,20,1,Rapid,727
20+1,20.85,20,1,Rapid,728
0+25,25.0,0,25,Rapid,729
0+25,9.583333333333334,0,25,Rapid,730
30+30,34.5,30,30,Classic,731
20+5,23.916666666666668,20,5,Rapid,732
20+5,22.5,20,5,Rapid,733
10+3,11.45,10,3,Rapid,734
10+2,11.433333333333334,10,2,Rapid,735
10+5,12.916666666666666,10,5,Rapid,736
10+5,19.33333333333333,10,5,Rapid,737
10+5,13.166666666666666,10,5,Rapid,738
10+5,12.083333333333332,10,5,Rapid,739
8+5,9.25,8,5,Rapid,740
0+15,10.25,0,15,Rapid,741
15+16,28.066666666666663,15,16,Classic,742
10+5,15.666666666666666,10,5,Rapid,743
15+6,22.0,15,6,Rapid,744
8+6,16.6,8,6,Rapid,745
8+6,13.4,8,6,Rapid,746
20+1,20.75,20,1,Rapid,747
20+1,20.7,20,1,Rapid,748
8+6,10.5,8,6,Rapid,749
8+6,12.5,8,6,Rapid,750
8+8,17.333333333333336,8,8,Rapid,751
10+7,14.666666666666668,10,7,Rapid,752
10+6,14.4,10,6,Rapid,753
25+8,32.733333333333334,25,8,Classic,754
15+5,19.33333333333333,15,5,Rapid,755
15+5,21.166666666666664,15,5,Rapid,756
10+5,15.416666666666666,10,5,Rapid,757
10+5,16.75,10,5,Rapid,758
15+14,30.866666666666667,15,14,Rapid,759
15+14,28.066666666666663,15,14,Rapid,760
15+14,32.5,15,14,Rapid,761
15+14,18.266666666666666,15,14,Rapid,762
15+14,20.6,15,14,Rapid,763
15+14,19.9,15,14,Rapid,764
15+14,19.2,15,14,Rapid,765
15+14,25.03333333333333,15,14,Rapid,766
15+14,24.566666666666663,15,14,Rapid,767
15+14,18.73333333333333,15,14,Rapid,768
15+14,28.3,15,14,Rapid,769
15+14,26.2,15,14,Rapid,770
15+14,27.6,15,14,Rapid,771
15+14,20.133333333333333,15,14,Rapid,772
15+14,32.03333333333333,15,14,Rapid,773
15+14,27.366666666666667,15,14,Rapid,774
15+14,29.0,15,14,Rapid,775
15+14,37.16666666666667,15,14,Rapid,776
15+14,35.766666666666666,15,14,Rapid,777
15+14,28.53333333333333,15,14,Rapid,778
15+14,32.266666666666666,15,14,Rapid,779
15+14,24.8,15,14,Rapid,780
15+14,27.833333333333336,15,14,Rapid,781
15+14,25.5,15,14,Rapid,782
15+14,25.96666666666667,15,14,Rapid,783
15+14,21.3,15,14,Rapid,784
15+14,30.633333333333333,15,14,Rapid,785
15+14,21.766666666666666,15,14,Rapid,786
15+14,26.666666666666664,15,14,Rapid,787
10+15,22.5,10,15,Rapid,788
10+15,23.0,10,15,Rapid,789
10+15,17.0,10,15,Rapid,790
10+5,11.416666666666666,10,5,Rapid,791
5+10,9.166666666666666,5,10,Rapid,792
15+6,16.7,15,6,Rapid,793
15+6,20.5,15,6,Rapid,794
20+20,29.666666666666664,20,20,Classic,795
5+5,8.083333333333332,5,5,Rapid,796
5+5,6.333333333333333,5,5,Rapid,797
5+5,10.083333333333332,5,5,Rapid,798
5+5,11.0,5,5,Rapid,799
5+5,17.916666666666664,5,5,Rapid,800
5+5,9.916666666666666,5,5,Rapid,801
5+5,9.166666666666666,5,5,Rapid,802
5+8,8.6,5,8,Rapid,803
5+8,10.733333333333334,5,8,Rapid,804
5+8,15.933333333333334,5,8,Rapid,805
5+8,12.066666666666666,5,8,Rapid,806
17+5,21.166666666666664,17,5,Rapid,807
17+5,20.08333333333333,17,5,Rapid,808
10+10,22.666666666666664,10,10,Rapid,809
13+10,14.833333333333334,13,10,Rapid,810
5+10,17.833333333333332,5,10,Rapid,811
10+5,13.083333333333332,10,5,Rapid,812
10+10,23.33333333333333,10,10,Rapid,813
10+1,11.5,10,1,Rapid,814
20+15,29.0,20,15,Classic,815
20+15,28.75,20,15,Classic,816
15+15,39.0,15,15,Classic,817
15+15,43.5,15,15,Classic,818
15+15,32.25,15,15,Classic,819
10+60,131.0,10,60,Classic,820
3+9,10.8,3,9,Rapid,821
15+10,21.83333333333333,15,10,Rapid,822
10+5,15.083333333333332,10,5,Rapid,823
10+5,11.583333333333334,10,5,Rapid,824
17+11,21.95,17,11,Rapid,825
5+10,8.333333333333332,5,10,Rapid,826
5+10,7.0,5,10,Rapid,827
20+10,23.0,20,10,Classic,828
5+10,21.5,5,10,Rapid,829
10+60,95.0,10,60,Classic,830
15+15,35.25,15,15,Classic,831
15+15,44.75,15,15,Classic,832
15+15,15.75,15,15,Classic,833
15+15,19.25,15,15,Classic,834
15+15,41.0,15,15,Classic,835
10+10,30.83333333333333,10,10,Rapid,836
12+5,18.666666666666664,12,5,Rapid,837
12+2,12.466666666666669,12,2,Rapid,838
7+25,49.083333333333336,7,25,Classic,839
20+7,25.48333333333333,20,7,Rapid,840
10+5,20.166666666666664,10,5,Rapid,841
5+15,21.5,5,15,Rapid,842
5+15,19.5,5,15,Rapid,843
5+15,17.75,5,15,Rapid,844
5+15,14.5,5,15,Rapid,845
12+6,17.6,12,6,Rapid,846
12+6,20.1,12,6,Rapid,847
12+6,17.4,12,6,Rapid,848
12+6,16.1,12,6,Rapid,849
12+6,18.2,12,6,Rapid,850
10+10,24.83333333333333,10,10,Rapid,851
8+8,12.4,8,8,Rapid,852
20+5,24.666666666666664,20,5,Rapid,853
5+10,8.166666666666666,5,10,Rapid,854
5+10,14.666666666666666,5,10,Rapid,855
10+5,11.75,10,5,Rapid,856
5+5,12.916666666666666,5,5,Rapid,857
2+15,20.25,2,15,Rapid,858
2+15,13.5,2,15,Rapid,859
25+30,64.0,25,30,Classic,860
15+45,31.5,15,45,Classic,861
5+10,12.5,5,10,Rapid,862
15+8,20.866666666666667,15,8,Rapid,863
15+8,25.8,15,8,Rapid,864
15+8,30.6,15,8,Rapid,865
15+8,20.066666666666663,15,8,Rapid,866
15+8,25.53333333333333,15,8,Rapid,867
15+8,26.2,15,8,Rapid,868
15+8,21.266666666666666,15,8,Rapid,869
15+8,22.6,15,8,Rapid,870
15+8,28.333333333333336,15,8,Rapid,871
15+8,26.866666666666667,15,8,Rapid,872
15+2,17.2,15,2,Rapid,873
15+2,16.933333333333334,15,2,Rapid,874
15+2,18.23333333333333,15,2,Rapid,875
15+2,17.933333333333334,15,2,Rapid,876
15+2,17.066666666666666,15,2,Rapid,877
15+2,18.166666666666668,15,2,Rapid,878
15+2,18.2,15,2,Rapid,879
15+2,18.133333333333333,15,2,Rapid,880
15+2,17.633333333333333,15,2,Rapid,881
15+2,17.566666666666666,15,2,Rapid,882
15+2,16.03333333333333,15,2,Rapid,883
15+2,17.666666666666668,15,2,Rapid,884
15+2,16.4,15,2,Rapid,885
15+2,19.5,15,2,Rapid,886
15+2,18.8,15,2,Rapid,887
15+2,19.9,15,2,Rapid,888
15+2,16.233333333333334,15,2,Rapid,889
15+2,17.9,15,2,Rapid,890
15+2,19.1,15,2,Rapid,891
15+2,17.96666666666667,15,2,Rapid,892
15+2,15.333333333333334,15,2,Rapid,893
15+2,17.366666666666667,15,2,Rapid,894
10+1,10.566666666666666,10,1,Rapid,895
15+15,17.5,15,15,Classic,896
10+3,13.9,10,3,Rapid,897
25+3,25.65,25,3,Rapid,898
15+10,32.0,15,10,Rapid,899
10+5,15.583333333333332,10,5,Rapid,900
15+10,19.83333333333333,15,10,Rapid,901
17+1,18.616666666666667,17,1,Rapid,902
17+1,18.15,17,1,Rapid,903
17+1,17.666666666666668,17,1,Rapid,904
30+1,31.366666666666667,30,1,Classic,905
17+8,25.933333333333337,17,8,Rapid,906
13+1,14.033333333333331,13,1,Rapid,907
13+1,14.0,13,1,Rapid,908
7+5,11.75,7,5,Rapid,909
17+3,21.95,17,3,Rapid,910
10+8,17.2,10,8,Rapid,911
8+5,12.166666666666666,8,5,Rapid,912
10+5,13.583333333333332,10,5,Rapid,913
15+5,24.416666666666664,15,5,Rapid,914
45+10,51.5,45,10,Classic,915
6+5,11.25,6,5,Rapid,916
7+2,10.1,7,2,Blitz,917
8+25,47.583333333333336,8,25,Classic,918
7+3,9.3,7,3,Rapid,919
10+6,20.700000000000003,10,6,Rapid,920
19+19,21.85,19,19,Classic,921
19+19,31.03333333333333,19,19,Classic,922
15+10,32.5,15,10,Rapid,923
7+4,15.2,7,4,Rapid,924
7+4,11.8,7,4,Rapid,925
7+4,8.933333333333334,7,4,Rapid,926
7+4,14.0,7,4,Rapid,927
30+1,30.9,30,1,Classic,928
30+1,31.166666666666668,30,1,Classic,929
30+1,32.233333333333334,30,1,Classic,930
30+1,31.433333333333337,30,1,Classic,931
30+1,30.5,30,1,Classic,932
30+1,30.566666666666663,30,1,Classic,933
30+1,30.58333333333333,30,1,Classic,934
30+1,30.35,30,1,Classic,935
30+1,31.633333333333333,30,1,Classic,936
10+60,69.0,10,60,Classic,937
6+8,14.133333333333333,6,8,Rapid,938
5+10,15.666666666666666,5,10,Rapid,939
15+7,24.683333333333337,15,7,Rapid,940
5+10,16.5,5,10,Rapid,941
15+3,16.95,15,3,Rapid,942
20+10,26.666666666666664,20,10,Classic,943
10+2,13.033333333333331,10,2,Rapid,944
10+25,31.25,10,25,Classic,945
20+15,43.25,20,15,Classic,946
9+3,11.1,9,3,Rapid,947
9+3,11.15,9,3,Rapid,948
8+5,13.5,8,5,Rapid,949
12+8,18.8,12,8,Rapid,950
9+10,20.166666666666664,9,10,Rapid,951
9+9,17.1,9,9,Rapid,952
45+15,65.25,45,15,Classic,953
15+16,24.333333333333336,15,16,Classic,954
15+5,18.166666666666668,15,5,Rapid,955
10+15,20.0,10,15,Rapid,956
15+2,17.6,15,2,Rapid,957
8+8,21.73333333333333,8,8,Rapid,958
6+5,19.58333333333333,6,5,Rapid,959
9+9,11.85,9,9,Rapid,960
10+5,15.75,10,5,Rapid,961
10+5,16.333333333333332,10,5,Rapid,962
10+5,22.916666666666664,10,5,Rapid,963
10+5,16.25,10,5,Rapid,964
5+6,10.9,5,6,Rapid,965
5+5,10.333333333333332,5,5,Rapid,966
7+4,11.466666666666669,7,4,Rapid,967
7+4,13.2,7,4,Rapid,968
7+4,9.6,7,4,Rapid,969
7+4,10.466666666666669,7,4,Rapid,970
7+4,15.066666666666666,7,4,Rapid,971
7+4,11.4,7,4,Rapid,972
7+4,7.466666666666667,7,4,Rapid,973
7+4,13.733333333333334,7,4,Rapid,974
7+4,10.733333333333334,7,4,Rapid,975
7+4,15.133333333333333,7,4,Rapid,976
7+4,12.8,7,4,Rapid,977
7+4,12.6,7,4,Rapid,978
7+4,12.4,7,4,Rapid,979
7+4,9.2,7,4,Rapid,980
7+4,10.2,7,4,Rapid,981
7+4,8.666666666666666,7,4,Rapid,982
7+4,11.866666666666667,7,4,Rapid,983
7+4,12.533333333333331,7,4,Rapid,984
7+4,14.866666666666667,7,4,Rapid,985
7+4,11.333333333333332,7,4,Rapid,986
15+60,53.0,15,60,Classic,987
15+5,17.083333333333332,15,5,Rapid,988
7+2,8.833333333333334,7,2,Blitz,989
7+2,9.5,7,2,Blitz,990
15+15,16.25,15,15,Classic,991
6+8,12.133333333333333,6,8,Rapid,992
20+2,20.933333333333337,20,2,Rapid,993
7+12,19.6,7,12,Rapid,994
30+5,34.25,30,5,Classic,995
5+8,12.733333333333334,5,8,Rapid,996
20+5,27.0,20,5,Rapid,997
10+10,23.166666666666664,10,10,Rapid,998
5+20,27.666666666666664,5,20,Rapid,999
6+5,10.916666666666666,6,5,Rapid,1000
6+5,10.666666666666666,6,5,Rapid,1001
10+10,10.5,10,10,Rapid,1002
180+180,477.0,180,180,Classic,1003
5+5,11.083333333333332,5,5,Rapid,1004
7+2,12.1,7,2,Blitz,1005
7+2,11.2,7,2,Blitz,1006
7+2,9.066666666666666,7,2,Blitz,1007
7+2,8.5,7,2,Blitz,1008
7+2,11.766666666666666,7,2,Blitz,1009
7+2,9.266666666666666,7,2,Blitz,1010
10+10,20.33333333333333,10,10,Rapid,1011
10+2,12.466666666666669,10,2,Rapid,1012
20+10,33.666666666666664,20,10,Classic,1013
20+10,29.166666666666664,20,10,Classic,1014
20+10,31.83333333333333,20,10,Classic,1015
15+10,33.0,15,10,Rapid,1016
20+10,38.83333333333333,20,10,Classic,1017
30+6,34.3,30,6,Classic,1018
20+10,36.66666666666666,20,10,Classic,1019
20+10,36.16666666666666,20,10,Classic,1020
20+10,26.0,20,10,Classic,1021
15+5,17.166666666666668,15,5,Rapid,1022
15+10,25.83333333333333,15,10,Rapid,1023
15+10,29.33333333333333,15,10,Rapid,1024
12+12,22.6,12,12,Rapid,1025
15+10,27.666666666666664,15,10,Rapid,1026
20+30,58.0,20,30,Classic,1027
15+10,20.5,15,10,Rapid,1028
15+10,38.16666666666666,15,10,Rapid,1029
30+12,33.0,30,12,Classic,1030
15+1,16.1,15,1,Rapid,1031
5+20,8.666666666666666,5,20,Rapid,1032
10+4,11.066666666666666,10,4,Rapid,1033
10+4,13.866666666666667,10,4,Rapid,1034
10+4,12.733333333333334,10,4,Rapid,1035
10+5,10.5,10,5,Rapid,1036
20+3,23.7,20,3,Rapid,1037
5+10,18.166666666666664,5,10,Rapid,1038
5+10,16.666666666666664,5,10,Rapid,1039
5+10,12.833333333333332,5,10,Rapid,1040
10+5,13.416666666666666,10,5,Rapid,1041
6+5,7.75,6,5,Rapid,1042
15+10,29.5,15,10,Rapid,1043
25+2,26.9,25,2,Rapid,1044
10+2,12.0,10,2,Rapid,1045
15+10,27.0,15,10,Rapid,1046
15+10,19.5,15,10,Rapid,1047
15+10,22.666666666666664,15,10,Rapid,1048
5+8,19.133333333333333,5,8,Rapid,1049
40+10,41.5,40,10,Classic,1050
15+10,28.5,15,10,Rapid,1051
15+10,19.666666666666664,15,10,Rapid,1052
15+10,24.33333333333333,15,10,Rapid,1053
15+10,18.166666666666668,15,10,Rapid,1054
10+10,18.33333333333333,10,10,Rapid,1055
15+5,22.5,15,5,Rapid,1056
16+2,17.4,16,2,Rapid,1057
16+2,16.5,16,2,Rapid,1058
16+2,17.6,16,2,Rapid,1059
15+2,16.666666666666668,15,2,Rapid,1060
8+2,8.9,8,2,Rapid,1061
90+0,90.0,90,0,Classic,1062
25+30,34.5,25,30,Classic,1063
7+4,7.266666666666667,7,4,Rapid,1064
15+10,21.0,15,10,Rapid,1065
15+10,23.83333333333333,15,10,Rapid,1066
30+30,58.5,30,30,Classic,1067
30+11,33.483333333333334,30,11,Classic,1068
4+10,12.666666666666666,4,10,Rapid,1069
6+4,14.466666666666669,6,4,Rapid,1070
6+4,15.2,6,4,Rapid,1071
12+13,18.066666666666663,12,13,Rapid,1072
12+13,21.316666666666663,12,13,Rapid,1073
5+8,15.666666666666666,5,8,Rapid,1074
15+4,18.266666666666666,15,4,Rapid,1075
10+3,13.0,10,3,Rapid,1076
11+8,17.0,11,8,Rapid,1077
8+8,22.933333333333337,8,8,Rapid,1078
10+5,24.25,10,5,Rapid,1079
15+3,20.7,15,3,Rapid,1080
5+5,11.25,5,5,Rapid,1081
7+5,12.666666666666666,7,5,Rapid,1082
20+5,22.916666666666668,20,5,Rapid,1083
20+5,27.58333333333333,20,5,Rapid,1084
6+10,23.666666666666664,6,10,Rapid,1085
15+3,16.75,15,3,Rapid,1086
15+8,19.266666666666666,15,8,Rapid,1087
60+4,64.13333333333333,60,4,Classic,1088
15+5,21.666666666666664,15,5,Rapid,1089
10+30,35.5,10,30,Classic,1090
60+3,61.55,60,3,Classic,1091
30+10,37.16666666666666,30,10,Classic,1092
15+3,17.05,15,3,Rapid,1093
8+2,10.233333333333334,8,2,Rapid,1094
8+2,9.5,8,2,Rapid,1095
20+10,32.33333333333333,20,10,Classic,1096
20+10,27.83333333333333,20,10,Classic,1097
20+10,40.5,20,10,Classic,1098
15+10,34.0,15,10,Rapid,1099
20+6,25.3,20,6,Rapid,1100
20+6,22.7,20,6,Rapid,1101
13+10,23.166666666666664,13,10,Rapid,1102
15+8,30.066666666666663,15,8,Rapid,1103
20+7,25.133333333333333,20,7,Rapid,1104
20+2,21.566666666666663,20,2,Rapid,1105
1+30,27.5,1,30,Classic,1106
10+4,16.6,10,4,Rapid,1107
10+5,15.0,10,5,Rapid,1108
15+5,18.666666666666668,15,5,Rapid,1109
10+5,18.25,10,5,Rapid,1110
10+2,14.4,10,2,Rapid,1111
8+8,17.2,8,8,Rapid,1112
90+30,96.0,90,30,Classic,1113
10+5,13.0,10,5,Rapid,1114
15+5,17.5,15,5,Rapid,1115
4+8,10.133333333333333,4,8,Rapid,1116
7+7,9.916666666666666,7,7,Rapid,1117
9+2,12.7,9,2,Rapid,1118
12+6,16.5,12,6,Rapid,1119
12+6,17.0,12,6,Rapid,1120
10+3,12.8,10,3,Rapid,1121
25+5,27.5,25,5,Classic,1122
25+5,29.416666666666664,25,5,Classic,1123
10+5,21.5,10,5,Rapid,1124
40+0,40.0,40,0,Classic,1125
10+8,18.133333333333333,10,8,Rapid,1126
5+8,20.866666666666667,5,8,Rapid,1127
15+5,16.5,15,5,Rapid,1128
10+2,11.0,10,2,Rapid,1129
10+1,11.483333333333334,10,1,Rapid,1130
17+2,18.166666666666668,17,2,Rapid,1131
10+5,11.833333333333334,10,5,Rapid,1132
3+8,10.866666666666667,3,8,Rapid,1133
5+10,17.333333333333332,5,10,Rapid,1134
15+10,41.16666666666666,15,10,Rapid,1135
12+12,18.2,12,12,Rapid,1136
10+8,12.0,10,8,Rapid,1137
15+8,32.33333333333333,15,8,Rapid,1138
20+15,31.0,20,15,Classic,1139
20+15,34.0,20,15,Classic,1140
20+15,25.5,20,15,Classic,1141
20+15,37.0,20,15,Classic,1142
20+15,26.25,20,15,Classic,1143
180+8,183.86666666666667,180,8,Classic,1144
180+8,183.3333333333333,180,8,Classic,1145
10+10,13.666666666666666,10,10,Rapid,1146
30+5,30.666666666666668,30,5,Classic,1147
15+10,17.666666666666668,15,10,Rapid,1148
15+10,26.5,15,10,Rapid,1149
15+10,22.83333333333333,15,10,Rapid,1150
15+10,33.5,15,10,Rapid,1151
15+10,29.83333333333333,15,10,Rapid,1152
15+10,31.0,15,10,Rapid,1153
15+10,27.5,15,10,Rapid,1154
15+10,33.666666666666664,15,10,Rapid,1155
15+10,33.166666666666664,15,10,Rapid,1156
15+10,40.5,15,10,Rapid,1157
15+10,16.833333333333332,15,10,Rapid,1158
15+2,16.5,15,2,Rapid,1159
15+10,18.33333333333333,15,10,Rapid,1160
15+10,23.666666666666664,15,10,Rapid,1161
15+5,17.583333333333332,15,5,Rapid,1162
15+5,16.25,15,5,Rapid,1163
10+10,16.666666666666664,10,10,Rapid,1164
5+8,12.866666666666667,5,8,Rapid,1165
5+8,9.933333333333334,5,8,Rapid,1166
10+7,14.55,10,7,Rapid,1167
15+5,25.166666666666664,15,5,Rapid,1168
15+5,21.83333333333333,15,5,Rapid,1169
7+8,12.866666666666667,7,8,Rapid,1170
5+5,6.5,5,5,Rapid,1171
10+5,19.416666666666664,10,5,Rapid,1172
15+3,17.95,15,3,Rapid,1173
5+5,13.416666666666666,5,5,Rapid,1174
5+5,6.25,5,5,Rapid,1175
5+8,16.6,5,8,Rapid,1176
5+8,7.133333333333333,5,8,Rapid,1177
10+2,11.733333333333334,10,2,Rapid,1178
5+20,17.0,5,20,Rapid,1179
8+5,9.416666666666666,8,5,Rapid,1180
5+8,18.46666666666667,5,8,Rapid,1181
30+3,33.5,30,3,Classic,1182
15+5,18.33333333333333,15,5,Rapid,1183
10+5,20.0,10,5,Rapid,1184
12+10,26.166666666666664,12,10,Rapid,1185
10+5,12.5,10,5,Rapid,1186
20+15,32.25,20,15,Classic,1187
20+3,20.95,20,3,Rapid,1188
10+10,10.833333333333334,10,10,Rapid,1189
10+10,15.0,10,10,Rapid,1190
5+8,25.4,5,8,Rapid,1191
5+30,6.0,5,30,Classic,1192
10+5,24.83333333333333,10,5,Rapid,1193
10+5,20.83333333333333,10,5,Rapid,1194
10+5,17.583333333333332,10,5,Rapid,1195
15+5,19.666666666666664,15,5,Rapid,1196
5+5,11.583333333333332,5,5,Rapid,1197
10+5,25.83333333333333,10,5,Rapid,1198
10+5,19.666666666666664,10,5,Rapid,1199
10+5,16.583333333333332,10,5,Rapid,1200
10+5,19.5,10,5,Rapid,1201
10+5,14.25,10,5,Rapid,1202
15+1,15.333333333333334,15,1,Rapid,1203
15+1,15.55,15,1,Rapid,1204
15+1,15.633333333333333,15,1,Rapid,1205
15+1,16.6,15,1,Rapid,1206
16+1,18.28333333333333,16,1,Rapid,1207
1+10,8.333333333333332,1,10,Rapid,1208
1+10,14.5,1,10,Rapid,1209
5+8,6.466666666666667,5,8,Rapid,1210
15+10,17.833333333333332,15,10,Rapid,1211
8+3,9.75,8,3,Rapid,1212
5+6,9.4,5,6,Rapid,1213
5+8,9.533333333333331,5,8,Rapid,1214
5+8,10.6,5,8,Rapid,1215
6+4,10.933333333333334,6,4,Rapid,1216
60+3,63.35,60,3,Classic,1217
5+7,15.85,5,7,Rapid,1218
5+8,18.866666666666667,5,8,Rapid,1219
10+6,11.0,10,6,Rapid,1220
10+6,13.7,10,6,Rapid,1221
10+6,16.0,10,6,Rapid,1222
10+6,12.0,10,6,Rapid,1223
15+20,19.33333333333333,15,20,Classic,1224
15+20,17.0,15,20,Classic,1225
15+5,21.58333333333333,15,5,Rapid,1226
15+5,23.166666666666664,15,5,Rapid,1227
15+5,23.416666666666664,15,5,Rapid,1228
15+5,18.83333333333333,15,5,Rapid,1229
10+5,12.0,10,5,Rapid,1230
15+5,24.33333333333333,15,5,Rapid,1231
15+10,37.83333333333333,15,10,Rapid,1232
5+7,17.25,5,7,Rapid,1233
7+14,28.0,7,14,Rapid,1234
5+5,17.416666666666664,5,5,Rapid,1235
8+5,11.416666666666666,8,5,Rapid,1236
7+8,14.066666666666666,7,8,Rapid,1237
3+15,9.75,3,15,Rapid,1238
10+5,16.5,10,5,Rapid,1239
8+2,9.566666666666666,8,2,Rapid,1240
5+10,22.166666666666664,5,10,Rapid,1241
1+30,40.5,1,30,Classic,1242
10+8,19.73333333333333,10,8,Rapid,1243
5+15,12.25,5,15,Rapid,1244
2+15,10.75,2,15,Rapid,1245
2+15,10.0,2,15,Rapid,1246
2+15,7.25,2,15,Rapid,1247
10+8,20.53333333333333,10,8,Rapid,1248
5+30,11.0,5,30,Classic,1249
60+60,145.0,60,60,Classic,1250
5+8,17.0,5,8,Rapid,1251
3+10,12.5,3,10,Rapid,1252
10+15,16.75,10,15,Rapid,1253
5+8,5.933333333333334,5,8,Rapid,1254
8+8,8.533333333333333,8,8,Rapid,1255
13+3,15.85,13,3,Rapid,1256
15+3,19.25,15,3,Rapid,1257
15+3,23.55,15,3,Rapid,1258
10+15,29.5,10,15,Rapid,1259
5+15,5.25,5,15,Rapid,1260
20+3,21.5,20,3,Rapid,1261
20+3,22.6,20,3,Rapid,1262
10+10,10.333333333333334,10,10,Rapid,1263
15+10,15.5,15,10,Rapid,1264
5+5,5.583333333333333,5,5,Rapid,1265
45+4,49.266666666666666,45,4,Classic,1266
5+8,16.866666666666667,5,8,Rapid,1267
10+10,19.5,10,10,Rapid,1268
10+10,28.83333333333333,10,10,Rapid,1269
10+10,26.5,10,10,Rapid,1270
10+10,15.333333333333332,10,10,Rapid,1271
10+10,27.166666666666664,10,10,Rapid,1272
10+10,13.0,10,10,Rapid,1273
10+10,23.5,10,10,Rapid,1274
20+30,30.0,20,30,Classic,1275
45+5,52.583333333333336,45,5,Classic,1276
20+10,27.666666666666664,20,10,Classic,1277
20+10,25.166666666666664,20,10,Classic,1278
20+30,46.5,20,30,Classic,1279
20+30,103.5,20,30,Classic,1280
20+30,51.5,20,30,Classic,1281
20+30,55.0,20,30,Classic,1282
20+30,58.5,20,30,Classic,1283
20+30,40.5,20,30,Classic,1284
20+30,76.0,20,30,Classic,1285
20+30,68.0,20,30,Classic,1286
20+30,60.0,20,30,Classic,1287
10+10,14.0,10,10,Rapid,1288
8+10,25.666666666666664,8,10,Rapid,1289
6+3,7.3,6,3,Blitz,1290
6+3,6.65,6,3,Blitz,1291
10+180,181.0,10,180,Classic,1292
20+5,25.0,20,5,Rapid,1293
5+10,6.5,5,10,Rapid,1294
5+10,11.333333333333332,5,10,Rapid,1295
6+10,11.666666666666666,6,10,Rapid,1296
10+3,12.05,10,3,Rapid,1297
15+2,16.166666666666668,15,2,Rapid,1298
15+8,24.73333333333333,15,8,Rapid,1299
5+6,5.2,5,6,Rapid,1300
10+5,11.25,10,5,Rapid,1301
10+5,14.583333333333332,10,5,Rapid,1302
10+5,14.166666666666666,10,5,Rapid,1303
10+5,10.166666666666666,10,5,Rapid,1304
7+2,10.633333333333333,7,2,Blitz,1305
7+2,10.2,7,2,Blitz,1306
7+2,15.5,7,2,Blitz,1307
7+2,10.466666666666669,7,2,Blitz,1308
15+5,22.33333333333333,15,5,Rapid,1309
120+0,120.0,120,0,Classic,1310
5+8,10.2,5,8,Rapid,1311
9+2,13.033333333333331,9,2,Rapid,1312
30+7,33.15,30,7,Classic,1313
15+1,15.75,15,1,Rapid,1314
10+3,17.05,10,3,Rapid,1315
7+2,10.833333333333334,7,2,Blitz,1316
7+2,10.333333333333334,7,2,Blitz,1317
7+2,9.133333333333333,7,2,Blitz,1318
7+2,9.833333333333334,7,2,Blitz,1319
7+2,9.566666666666666,7,2,Blitz,1320
7+2,9.466666666666669,7,2,Blitz,1321
14+4,17.733333333333334,14,4,Rapid,1322
15+5,17.75,15,5,Rapid,1323
15+5,17.666666666666668,15,5,Rapid,1324
