increment_code,total_time,initial_time,increment,Speed_Category,Time_ID
30+5,31.916666666666668,30,5,Classic,1325
30+5,36.41666666666666,30,5,Classic,1326
30+5,40.66666666666666,30,5,Classic,1327
30+5,32.666666666666664,30,5,Classic,1328
30+5,34.0,30,5,Classic,1329
30+5,32.166666666666664,30,5,Classic,1330
20+5,23.83333333333333,20,5,Rapid,1331
30+30,92.0,30,30,Classic,1332
30+30,38.5,30,30,Classic,1333
10+3,11.15,10,3,Rapid,1334
5+5,14.5,5,5,Rapid,1335
5+6,6.4,5,6,Rapid,1336
5+6,10.1,5,6,Rapid,1337
5+6,8.9,5,6,Rapid,1338
17+3,17.45,17,3,Rapid,1339
20+1,20.65,20,1,Rapid,1340
10+1,11.1,10,1,Rapid,1341
7+8,13.133333333333333,7,8,Rapid,1342
15+8,22.2,15,8,Rapid,1343
7+8,15.8,7,8,Rapid,1344
15+4,17.46666666666667,15,4,Rapid,1345
15+5,19.58333333333333,15,5,Rapid,1346
8+5,12.083333333333332,8,5,Rapid,1347
10+25,13.75,10,25,Classic,1348
7+5,11.25,7,5,Rapid,1349
6+8,10.4,6,8,Rapid,1350
15+3,19.7,15,3,Rapid,1351
13+2,14.566666666666666,13,2,Rapid,1352
10+10,16.5,10,10,Rapid,1353
7+7,12.25,7,7,Rapid,1354
7+7,19.833333333333336,7,7,Rapid,1355
7+7,11.666666666666668,7,7,Rapid,1356
5+5,8.75,5,5,Rapid,1357
8+3,10.4,8,3,Rapid,1358
8+8,10.933333333333334,8,8,Rapid,1359
10+3,16.85,10,3,Rapid,1360
10+3,12.3,10,3,Rapid,1361
10+3,11.95,10,3,Rapid,1362
10+3,13.8,10,3,Rapid,1363
10+3,16.3,10,3,Rapid,1364
10+3,13.3,10,3,Rapid,1365
10+3,15.3,10,3,Rapid,1366
10+3,15.6,10,3,Rapid,1367
10+3,16.7,10,3,Rapid,1368
10+3,14.0,10,3,Rapid,1369
10+3,12.35,10,3,Rapid,1370
10+3,14.4,10,3,Rapid,1371
10+3,12.25,10,3,Rapid,1372
10+3,12.15,10,3,Rapid,1373
5+10,12.166666666666666,5,10,Rapid,1374
15+4,18.2,15,4,Rapid,1375
15+8,17.133333333333333,15,8,Rapid,1376
5+5,8.666666666666666,5,5,Rapid,1377
10+4,11.333333333333334,10,4,Rapid,1378
30+5,31.75,30,5,Classic,1379
6+20,24.33333333333333,6,20,Rapid,1380
180+60,270.0,180,60,Classic,1381
10+7,13.85,10,7,Rapid,1382
30+30,68.5,30,30,Classic,1383
5+7,9.083333333333332,5,7,Rapid,1384
90+30,123.5,90,30,Classic,1385
90+30,121.5,90,30,Classic,1386
60+30,95.5,60,30,Classic,1387
5+5,6.583333333333333,5,5,Rapid,1388
5+5,5.083333333333333,5,5,Rapid,1389
20+60,73.0,20,60,Classic,1390
20+60,109.0,20,60,Classic,1391
20+60,63.0,20,60,Classic,1392
20+60,105.0,20,60,Classic,1393
10+30,48.0,10,30,Classic,1394
10+30,79.5,10,30,Classic,1395
10+30,49.0,10,30,Classic,1396
10+30,47.5,10,30,Classic,1397
10+30,54.5,10,30,Classic,1398
10+30,57.0,10,30,Classic,1399
30+30,66.0,30,30,Classic,1400
30+30,97.0,30,30,Classic,1401
30+30,62.0,30,30,Classic,1402
30+30,70.0,30,30,Classic,1403
30+30,56.5,30,30,Classic,1404
30+30,52.5,30,30,Classic,1405
30+30,53.5,30,30,Classic,1406
30+30,59.5,30,30,Classic,1407
30+30,63.5,30,30,Classic,1408
40+30,102.0,40,30,Classic,1409
5+5,18.0,5,5,Rapid,1410
7+3,10.75,7,3,Rapid,1411
0+15,9.25,0,15,Rapid,1412
10+10,31.33333333333333,10,10,Rapid,1413
10+4,10.933333333333334,10,4,Rapid,1414
10+4,11.533333333333331,10,4,Rapid,1415
10+4,13.066666666666666,10,4,Rapid,1416
5+6,12.3,5,6,Rapid,1417
7+3,10.55,7,3,Rapid,1418
20+8,29.333333333333336,20,8,Rapid,1419
15+1,16.78333333333333,15,1,Rapid,1420
5+5,12.416666666666666,5,5,Rapid,1421
10+10,24.166666666666664,10,10,Rapid,1422
5+8,13.133333333333333,5,8,Rapid,1423
8+1,9.383333333333333,8,1,Blitz,1424
8+1,8.75,8,1,Blitz,1425
30+35,65.0,30,35,Classic,1426
12+2,12.333333333333334,12,2,Rapid,1427
30+35,40.5,30,35,Classic,1428
180+180,297.0,180,180,Classic,1429
180+180,267.0,180,180,Classic,1430
10+11,19.166666666666664,10,11,Rapid,1431
20+5,24.166666666666664,20,5,Rapid,1432
8+15,22.75,8,15,Rapid,1433
1+12,1.8,1,12,Rapid,1434
1+12,5.0,1,12,Rapid,1435
5+10,6.0,5,10,Rapid,1436
8+8,19.6,8,8,Rapid,1437
10+6,16.3,10,6,Rapid,1438
6+5,10.25,6,5,Rapid,1439
5+5,10.5,5,5,Rapid,1440
5+5,18.08333333333333,5,5,Rapid,1441
6+10,11.833333333333332,6,10,Rapid,1442
6+10,17.833333333333332,6,10,Rapid,1443
8+8,23.066666666666663,8,8,Rapid,1444
8+8,9.2,8,8,Rapid,1445
5+10,9.333333333333332,5,10,Rapid,1446
5+7,8.85,5,7,Rapid,1447
5+8,9.0,5,8,Rapid,1448
8+8,16.666666666666664,8,8,Rapid,1449
8+10,11.0,8,10,Rapid,1450
4+10,12.833333333333332,4,10,Rapid,1451
11+11,22.55,11,11,Rapid,1452
18+5,23.58333333333333,18,5,Rapid,1453
18+5,22.25,18,5,Rapid,1454
18+5,25.83333333333333,18,5,Rapid,1455
18+5,20.916666666666668,18,5,Rapid,1456
18+5,23.166666666666664,18,5,Rapid,1457
18+5,18.916666666666668,18,5,Rapid,1458
5+8,6.866666666666667,5,8,Rapid,1459
16+7,19.383333333333333,16,7,Rapid,1460
6+5,9.5,6,5,Rapid,1461
6+5,8.083333333333332,6,5,Rapid,1462
6+5,8.333333333333332,6,5,Rapid,1463
6+5,16.916666666666664,6,5,Rapid,1464
6+5,8.5,6,5,Rapid,1465
6+5,8.916666666666666,6,5,Rapid,1466
6+5,7.333333333333333,6,5,Rapid,1467
8+9,14.9,8,9,Rapid,1468
6+3,7.75,6,3,Blitz,1469
5+8,9.4,5,8,Rapid,1470
10+15,10.5,10,15,Rapid,1471
180+180,252.0,180,180,Classic,1472
5+8,5.666666666666667,5,8,Rapid,1473
60+60,93.0,60,60,Classic,1474
15+8,23.53333333333333,15,8,Rapid,1475
15+11,18.666666666666668,15,11,Rapid,1476
10+8,12.666666666666666,10,8,Rapid,1477
20+7,22.566666666666663,20,7,Rapid,1478
15+1,16.45,15,1,Rapid,1479
9+5,10.833333333333334,9,5,Rapid,1480
15+2,15.4,15,2,Rapid,1481
20+5,23.33333333333333,20,5,Rapid,1482
5+8,19.266666666666666,5,8,Rapid,1483
8+3,9.85,8,3,Rapid,1484
40+10,43.833333333333336,40,10,Classic,1485
5+7,9.783333333333331,5,7,Rapid,1486
5+7,13.166666666666666,5,7,Rapid,1487
7+8,17.133333333333333,7,8,Rapid,1488
12+12,26.200000000000003,12,12,Rapid,1489
2+10,12.0,2,10,Rapid,1490
6+3,8.3,6,3,Blitz,1491
25+5,35.166666666666664,25,5,Classic,1492
25+5,36.91666666666666,25,5,Classic,1493
25+5,36.0,25,5,Classic,1494
25+5,28.416666666666668,25,5,Classic,1495
15+3,18.2,15,3,Rapid,1496
15+3,22.5,15,3,Rapid,1497
15+3,19.35,15,3,Rapid,1498
15+3,17.6,15,3,Rapid,1499
15+3,20.35,15,3,Rapid,1500
15+3,22.85,15,3,Rapid,1501
180+180,372.0,180,180,Classic,1502
5+10,10.5,5,10,Rapid,1503
5+8,14.466666666666669,5,8,Rapid,1504
15+5,20.58333333333333,15,5,Rapid,1505
19+17,59.516666666666666,19,17,Classic,1506
19+17,34.86666666666667,19,17,Classic,1507
7+12,15.0,7,12,Rapid,1508
90+30,99.5,90,30,Classic,1509
90+30,128.0,90,30,Classic,1510
90+30,107.5,90,30,Classic,1511
14+14,16.333333333333332,14,14,Rapid,1512
14+14,22.633333333333333,14,14,Rapid,1513
10+30,27.5,10,30,Classic,1514
6+8,8.666666666666666,6,8,Rapid,1515
7+7,11.433333333333334,7,7,Rapid,1516
6+8,13.733333333333334,6,8,Rapid,1517
6+8,6.533333333333333,6,8,Rapid,1518
10+5,19.58333333333333,10,5,Rapid,1519
8+2,12.566666666666666,8,2,Rapid,1520
8+2,9.433333333333334,8,2,Rapid,1521
10+15,23.5,10,15,Rapid,1522
8+2,10.8,8,2,Rapid,1523
8+2,9.4,8,2,Rapid,1524
8+2,8.933333333333334,8,2,Rapid,1525
8+2,9.233333333333334,8,2,Rapid,1526
10+10,17.833333333333332,10,10,Rapid,1527
5+5,14.083333333333332,5,5,Rapid,1528
17+15,44.5,17,15,Classic,1529
17+15,29.75,17,15,Classic,1530
8+2,13.266666666666666,8,2,Rapid,1531
6+5,10.166666666666666,6,5,Rapid,1532
6+5,9.583333333333332,6,5,Rapid,1533
6+8,8.0,6,8,Rapid,1534
6+8,12.0,6,8,Rapid,1535
6+7,14.983333333333334,6,7,Rapid,1536
2+10,6.5,2,10,Rapid,1537
10+8,16.666666666666668,10,8,Rapid,1538
10+1,11.033333333333331,10,1,Rapid,1539
5+10,10.333333333333332,5,10,Rapid,1540
5+10,15.833333333333332,5,10,Rapid,1541
15+15,40.0,15,15,Classic,1542
90+30,131.0,90,30,Classic,1543
15+30,69.5,15,30,Classic,1544
5+5,14.916666666666666,5,5,Rapid,1545
7+6,13.1,7,6,Rapid,1546
7+6,10.2,7,6,Rapid,1547
10+9,17.35,10,9,Rapid,1548
10+9,26.2,10,9,Rapid,1549
90+30,150.0,90,30,Classic,1550
90+30,132.5,90,30,Classic,1551
90+30,119.0,90,30,Classic,1552
90+30,139.0,90,30,Classic,1553
90+30,117.0,90,30,Classic,1554
20+60,71.0,20,60,Classic,1555
15+5,23.666666666666664,15,5,Rapid,1556
15+5,16.083333333333332,15,5,Rapid,1557
10+8,13.733333333333334,10,8,Rapid,1558
25+15,30.0,25,15,Classic,1559
15+10,27.33333333333333,15,10,Rapid,1560
5+8,21.0,5,8,Rapid,1561
5+6,9.1,5,6,Rapid,1562
5+8,11.4,5,8,Rapid,1563
3+15,12.0,3,15,Rapid,1564
5+8,6.6,5,8,Rapid,1565
5+8,19.933333333333337,5,8,Rapid,1566
3+8,18.333333333333336,3,8,Rapid,1567
8+8,18.266666666666666,8,8,Rapid,1568
10+3,10.5,10,3,Rapid,1569
15+8,20.73333333333333,15,8,Rapid,1570
15+8,28.73333333333333,15,8,Rapid,1571
40+2,44.86666666666667,40,2,Classic,1572
40+2,42.8,40,2,Classic,1573
6+10,12.166666666666666,6,10,Rapid,1574
10+3,11.9,10,3,Rapid,1575
7+5,10.916666666666666,7,5,Rapid,1576
10+5,13.333333333333332,10,5,Rapid,1577
10+5,18.416666666666664,10,5,Rapid,1578
10+5,16.416666666666664,10,5,Rapid,1579
15+10,30.5,15,10,Rapid,1580
10+5,18.666666666666664,10,5,Rapid,1581
10+3,12.9,10,3,Rapid,1582
10+3,11.4,10,3,Rapid,1583
10+3,13.05,10,3,Rapid,1584
8+5,9.583333333333334,8,5,Rapid,1585
8+5,9.916666666666666,8,5,Rapid,1586
8+5,17.666666666666664,8,5,Rapid,1587
8+5,11.083333333333332,8,5,Rapid,1588
8+5,12.416666666666666,8,5,Rapid,1589
8+5,16.666666666666664,8,5,Rapid,1590
8+5,10.083333333333332,8,5,Rapid,1591
8+5,10.75,8,5,Rapid,1592
8+5,15.75,8,5,Rapid,1593
8+5,18.08333333333333,8,5,Rapid,1594
8+5,12.666666666666666,8,5,Rapid,1595
8+5,10.666666666666666,8,5,Rapid,1596
8+5,15.916666666666666,8,5,Rapid,1597
20+7,27.933333333333337,20,7,Rapid,1598
9+2,11.133333333333333,9,2,Rapid,1599
10+8,27.73333333333333,10,8,Rapid,1600
12+10,38.5,12,10,Rapid,1601
10+10,11.833333333333334,10,10,Rapid,1602
5+6,7.2,5,6,Rapid,1603
9+3,11.6,9,3,Rapid,1604
30+5,33.333333333333336,30,5,Classic,1605
15+8,23.266666666666666,15,8,Rapid,1606
15+8,19.666666666666668,15,8,Rapid,1607
15+8,21.933333333333337,15,8,Rapid,1608
15+8,23.933333333333337,15,8,Rapid,1609
15+8,21.4,15,8,Rapid,1610
25+30,57.5,25,30,Classic,1611
12+10,17.333333333333332,12,10,Rapid,1612
12+10,18.83333333333333,12,10,Rapid,1613
15+15,39.75,15,15,Classic,1614
10+15,19.25,10,15,Rapid,1615
10+15,19.5,10,15,Rapid,1616
10+15,21.25,10,15,Rapid,1617
10+20,31.33333333333333,10,20,Classic,1618
10+20,16.333333333333332,10,20,Classic,1619
10+15,17.25,10,15,Rapid,1620
12+9,21.6,12,9,Rapid,1621
14+17,20.516666666666666,14,17,Classic,1622
14+20,29.0,14,20,Classic,1623
14+20,30.666666666666664,14,20,Classic,1624
10+13,13.25,10,13,Rapid,1625
15+3,15.55,15,3,Rapid,1626
10+2,13.133333333333333,10,2,Rapid,1627
10+15,29.25,10,15,Rapid,1628
10+15,30.75,10,15,Rapid,1629
10+15,22.75,10,15,Rapid,1630
15+5,22.83333333333333,15,5,Rapid,1631
30+8,33.6,30,8,Classic,1632
20+1,20.95,20,1,Rapid,1633
30+8,38.53333333333333,30,8,Classic,1634
9+1,9.783333333333331,9,1,Rapid,1635
5+8,9.266666666666666,5,8,Rapid,1636
30+9,36.9,30,9,Classic,1637
20+5,23.416666666666668,20,5,Rapid,1638
180+180,468.0,180,180,Classic,1639
30+4,32.86666666666667,30,4,Classic,1640
10+25,22.083333333333336,10,25,Classic,1641
30+20,30.666666666666668,30,20,Classic,1642
30+10,37.5,30,10,Classic,1643
30+10,44.0,30,10,Classic,1644
30+10,41.83333333333333,30,10,Classic,1645
30+10,41.0,30,10,Classic,1646
30+10,43.66666666666666,30,10,Classic,1647
30+10,44.83333333333333,30,10,Classic,1648
15+5,24.0,15,5,Rapid,1649
15+5,26.0,15,5,Rapid,1650
15+5,21.916666666666664,15,5,Rapid,1651
15+5,21.25,15,5,Rapid,1652
20+5,26.416666666666664,20,5,Rapid,1653
5+5,13.25,5,5,Rapid,1654
7+8,16.333333333333336,7,8,Rapid,1655
5+180,26.0,5,180,Classic,1656
15+5,19.08333333333333,15,5,Rapid,1657
10+2,11.533333333333331,10,2,Rapid,1658
20+15,20.75,20,15,Classic,1659
20+15,43.5,20,15,Classic,1660
20+15,49.25,20,15,Classic,1661
15+10,15.666666666666666,15,10,Rapid,1662
10+20,19.0,10,20,Classic,1663
10+20,20.33333333333333,10,20,Classic,1664
15+20,33.666666666666664,15,20,Classic,1665
7+9,14.95,7,9,Rapid,1666
5+13,17.133333333333333,5,13,Rapid,1667
30+45,39.0,30,45,Classic,1668
10+2,11.933333333333334,10,2,Rapid,1669
10+11,20.45,10,11,Rapid,1670
25+4,31.133333333333333,25,4,Rapid,1671
10+10,29.83333333333333,10,10,Rapid,1672
5+6,10.6,5,6,Rapid,1673
8+8,16.8,8,8,Rapid,1674
10+13,32.53333333333333,10,13,Rapid,1675
15+5,24.666666666666664,15,5,Rapid,1676
10+2,12.633333333333333,10,2,Rapid,1677
10+2,11.033333333333331,10,2,Rapid,1678
60+10,68.83333333333333,60,10,Classic,1679
10+4,11.8,10,4,Rapid,1680
8+3,10.95,8,3,Rapid,1681
25+1,26.316666666666663,25,1,Rapid,1682
8+10,19.33333333333333,8,10,Rapid,1683
12+4,16.4,12,4,Rapid,1684
12+4,16.866666666666667,12,4,Rapid,1685
11+4,14.733333333333334,11,4,Rapid,1686
11+4,13.8,11,4,Rapid,1687
11+4,12.6,11,4,Rapid,1688
11+4,13.4,11,4,Rapid,1689
11+4,14.933333333333334,11,4,Rapid,1690
8+7,16.516666666666666,8,7,Rapid,1691
10+9,19.0,10,9,Rapid,1692
5+8,15.4,5,8,Rapid,1693
5+5,10.75,5,5,Rapid,1694
10+10,22.83333333333333,10,10,Rapid,1695
8+8,17.733333333333334,8,8,Rapid,1696
8+1,9.3,8,1,Blitz,1697
0+15,11.0,0,15,Rapid,1698
13+0,13.0,13,0,Rapid,1699
6+10,25.5,6,10,Rapid,1700
7+5,8.75,7,5,Rapid,1701
7+5,17.083333333333332,7,5,Rapid,1702
7+5,14.083333333333332,7,5,Rapid,1703
4+10,6.333333333333333,4,10,Rapid,1704
7+5,12.166666666666666,7,5,Rapid,1705
10+10,19.166666666666664,10,10,Rapid,1706
10+10,14.333333333333332,10,10,Rapid,1707
5+10,19.33333333333333,5,10,Rapid,1708
7+2,8.933333333333334,7,2,Blitz,1709
10+5,17.5,10,5,Rapid,1710
5+5,11.833333333333332,5,5,Rapid,1711
5+5,6.166666666666666,5,5,Rapid,1712
7+2,9.9,7,2,Blitz,1713
7+2,9.433333333333334,7,2,Blitz,1714
7+2,8.466666666666667,7,2,Blitz,1715
5+9,23.6,5,9,Rapid,1716
2+15,33.5,2,15,Rapid,1717
6+5,8.166666666666666,6,5,Rapid,1718
6+5,15.5,6,5,Rapid,1719
6+5,7.416666666666666,6,5,Rapid,1720
10+15,27.75,10,15,Rapid,1721
60+5,63.41666666666666,60,5,Classic,1722
10+2,11.233333333333334,10,2,Rapid,1723
10+5,17.25,10,5,Rapid,1724
15+1,15.683333333333334,15,1,Rapid,1725
9+11,13.4,9,11,Rapid,1726
11+11,29.15,11,11,Rapid,1727
1+15,7.0,1,15,Rapid,1728
15+10,26.666666666666664,15,10,Rapid,1729
7+2,11.166666666666668,7,2,Blitz,1730
12+3,16.3,12,3,Rapid,1731
2+10,10.333333333333332,2,10,Rapid,1732
15+3,16.0,15,3,Rapid,1733
6+4,8.666666666666666,6,4,Rapid,1734
2+10,8.333333333333332,2,10,Rapid,1735
5+5,13.333333333333332,5,5,Rapid,1736
2+16,25.2,2,16,Rapid,1737
7+3,9.9,7,3,Rapid,1738
12+10,31.666666666666664,12,10,Rapid,1739
6+5,11.416666666666666,6,5,Rapid,1740
2+10,19.166666666666664,2,10,Rapid,1741
2+10,12.833333333333332,2,10,Rapid,1742
2+10,6.333333333333333,2,10,Rapid,1743
20+3,26.75,20,3,Rapid,1744
13+5,20.5,13,5,Rapid,1745
7+2,8.766666666666666,7,2,Blitz,1746
20+8,28.133333333333333,20,8,Rapid,1747
15+10,35.33333333333333,15,10,Rapid,1748
20+4,22.866666666666667,20,4,Rapid,1749
10+5,12.75,10,5,Rapid,1750
15+1,15.783333333333331,15,1,Rapid,1751
5+5,14.583333333333332,5,5,Rapid,1752
7+3,7.3,7,3,Rapid,1753
12+5,19.5,12,5,Rapid,1754
5+8,13.933333333333334,5,8,Rapid,1755
8+10,11.5,8,10,Rapid,1756
10+7,22.133333333333333,10,7,Rapid,1757
40+1,41.36666666666667,40,1,Classic,1758
15+5,21.08333333333333,15,5,Rapid,1759
15+5,17.833333333333332,15,5,Rapid,1760
15+15,32.5,15,15,Classic,1761
15+1,15.933333333333334,15,1,Rapid,1762
15+5,23.33333333333333,15,5,Rapid,1763
7+3,11.75,7,3,Rapid,1764
10+10,17.0,10,10,Rapid,1765
9+12,27.6,9,12,Rapid,1766
15+5,23.83333333333333,15,5,Rapid,1767
10+10,29.33333333333333,10,10,Rapid,1768
13+5,16.5,13,5,Rapid,1769
30+10,33.5,30,10,Classic,1770
20+20,30.33333333333333,20,20,Classic,1771
20+20,32.0,20,20,Classic,1772
10+4,14.6,10,4,Rapid,1773
5+5,15.666666666666666,5,5,Rapid,1774
6+4,7.066666666666666,6,4,Rapid,1775
6+6,10.6,6,6,Rapid,1776
6+6,10.9,6,6,Rapid,1777
6+6,8.1,6,6,Rapid,1778
6+6,11.2,6,6,Rapid,1779
45+5,49.5,45,5,Classic,1780
4+6,8.4,4,6,Rapid,1781
4+6,8.600000000000001,4,6,Rapid,1782
4+6,8.3,4,6,Rapid,1783
4+6,9.8,4,6,Rapid,1784
6+5,12.416666666666666,6,5,Rapid,1785
6+5,20.33333333333333,6,5,Rapid,1786
7+2,8.333333333333334,7,2,Blitz,1787
8+2,11.6,8,2,Rapid,1788
8+3,8.65,8,3,Rapid,1789
20+5,22.25,20,5,Rapid,1790
17+16,26.6,17,16,Classic,1791
10+8,12.266666666666666,10,8,Rapid,1792
5+7,7.566666666666666,5,7,Rapid,1793
15+8,38.2,15,8,Rapid,1794
10+3,13.15,10,3,Rapid,1795
5+10,7.5,5,10,Rapid,1796
10+4,12.0,10,4,Rapid,1797
10+2,10.1,10,2,Rapid,1798
15+10,16.5,15,10,Rapid,1799
30+20,45.33333333333333,30,20,Classic,1800
9+1,9.5,9,1,Rapid,1801
7+5,8.083333333333334,7,5,Rapid,1802
12+12,15.6,12,12,Rapid,1803
3+8,7.266666666666667,3,8,Rapid,1804
15+5,27.166666666666664,15,5,Rapid,1805
10+1,10.883333333333333,10,1,Rapid,1806
8+5,10.916666666666666,8,5,Rapid,1807
7+3,15.6,7,3,Rapid,1808
25+15,45.25,25,15,Classic,1809
20+15,35.5,20,15,Classic,1810
20+15,39.0,20,15,Classic,1811
20+15,26.0,20,15,Classic,1812
6+3,7.95,6,3,Blitz,1813
11+8,13.533333333333331,11,8,Rapid,1814
12+8,16.933333333333334,12,8,Rapid,1815
5+6,12.7,5,6,Rapid,1816
5+8,19.0,5,8,Rapid,1817
10+5,14.916666666666666,10,5,Rapid,1818
10+5,18.83333333333333,10,5,Rapid,1819
8+8,22.0,8,8,Rapid,1820
10+10,25.0,10,10,Rapid,1821
6+8,15.2,6,8,Rapid,1822
6+8,16.266666666666666,6,8,Rapid,1823
10+1,10.5,10,1,Rapid,1824
10+1,11.166666666666666,10,1,Rapid,1825
10+1,11.016666666666666,10,1,Rapid,1826
15+8,24.46666666666667,15,8,Rapid,1827
10+6,21.6,10,6,Rapid,1828
6+4,9.4,6,4,Rapid,1829
7+8,12.2,7,8,Rapid,1830
5+7,10.016666666666666,5,7,Rapid,1831
5+7,18.183333333333337,5,7,Rapid,1832
5+7,9.2,5,7,Rapid,1833
180+180,375.0,180,180,Classic,1834
30+15,41.75,30,15,Classic,1835
5+60,31.0,5,60,Classic,1836
5+60,33.0,5,60,Classic,1837
5+60,32.0,5,60,Classic,1838
5+60,50.0,5,60,Classic,1839
60+60,61.0,60,60,Classic,1840
20+60,62.0,20,60,Classic,1841
15+3,17.35,15,3,Rapid,1842
10+5,22.5,10,5,Rapid,1843
15+3,18.15,15,3,Rapid,1844
10+2,12.4,10,2,Rapid,1845
6+5,11.75,6,5,Rapid,1846
6+5,10.583333333333332,6,5,Rapid,1847
10+13,10.65,10,13,Rapid,1848
3+8,19.666666666666668,3,8,Rapid,1849
3+8,11.266666666666666,3,8,Rapid,1850
10+2,11.766666666666666,10,2,Rapid,1851
10+2,11.366666666666667,10,2,Rapid,1852
5+10,11.0,5,10,Rapid,1853
25+3,26.95,25,3,Rapid,1854
25+3,25.15,25,3,Rapid,1855
25+3,27.15,25,3,Rapid,1856
25+3,28.2,25,3,Rapid,1857
25+3,26.8,25,3,Rapid,1858
25+3,27.7,25,3,Rapid,1859
25+3,27.6,25,3,Rapid,1860
25+3,26.15,25,3,Rapid,1861
20+3,21.8,20,3,Rapid,1862
20+3,22.45,20,3,Rapid,1863
20+3,20.9,20,3,Rapid,1864
20+3,22.15,20,3,Rapid,1865
20+3,21.55,20,3,Rapid,1866
20+3,23.0,20,3,Rapid,1867
20+3,25.8,20,3,Rapid,1868
20+3,20.55,20,3,Rapid,1869
20+3,22.65,20,3,Rapid,1870
20+3,21.9,20,3,Rapid,1871
20+3,23.05,20,3,Rapid,1872
20+3,26.15,20,3,Rapid,1873
20+3,23.2,20,3,Rapid,1874
20+3,23.4,20,3,Rapid,1875
20+3,21.65,20,3,Rapid,1876
20+3,27.35,20,3,Rapid,1877
20+3,21.15,20,3,Rapid,1878
20+3,21.25,20,3,Rapid,1879
20+3,26.25,20,3,Rapid,1880
20+3,21.7,20,3,Rapid,1881
20+3,23.95,20,3,Rapid,1882
20+3,22.3,20,3,Rapid,1883
20+3,22.25,20,3,Rapid,1884
20+3,21.85,20,3,Rapid,1885
20+3,24.0,20,3,Rapid,1886
10+3,14.75,10,3,Rapid,1887
10+3,11.25,10,3,Rapid,1888
10+3,15.8,10,3,Rapid,1889
10+5,19.25,10,5,Rapid,1890
10+3,11.35,10,3,Rapid,1891
10+3,12.7,10,3,Rapid,1892
10+2,12.766666666666666,10,2,Rapid,1893
10+2,12.033333333333331,10,2,Rapid,1894
10+3,13.55,10,3,Rapid,1895
5+10,22.33333333333333,5,10,Rapid,1896
15+15,49.0,15,15,Classic,1897
15+15,52.5,15,15,Classic,1898
2+10,17.0,2,10,Rapid,1899
5+10,7.333333333333333,5,10,Rapid,1900
5+10,20.5,5,10,Rapid,1901
20+3,20.35,20,3,Rapid,1902
30+8,31.6,30,8,Classic,1903
11+10,18.0,11,10,Rapid,1904
11+10,22.666666666666664,11,10,Rapid,1905
10+15,21.0,10,15,Rapid,1906
8+8,12.666666666666668,8,8,Rapid,1907
1+19,18.1,1,19,Rapid,1908
15+10,25.0,15,10,Rapid,1909
25+5,32.166666666666664,25,5,Classic,1910
40+60,94.0,40,60,Classic,1911
9+5,14.5,9,5,Rapid,1912
15+7,21.066666666666663,15,7,Rapid,1913
11+11,21.08333333333333,11,11,Rapid,1914
30+9,37.65,30,9,Classic,1915
30+9,42.3,30,9,Classic,1916
5+20,12.666666666666666,5,20,Rapid,1917
60+5,62.583333333333336,60,5,Classic,1918
15+10,26.33333333333333,15,10,Rapid,1919
7+35,31.5,7,35,Classic,1920
7+35,17.5,7,35,Classic,1921
16+10,22.5,16,10,Rapid,1922
15+5,25.75,15,5,Rapid,1923
5+8,12.333333333333332,5,8,Rapid,1924
9+17,12.683333333333334,9,17,Rapid,1925
9+17,26.0,9,17,Rapid,1926
2+10,8.0,2,10,Rapid,1927
10+10,19.666666666666664,10,10,Rapid,1928
15+2,19.133333333333333,15,2,Rapid,1929
40+10,42.66666666666666,40,10,Classic,1930
30+10,36.66666666666666,30,10,Classic,1931
7+3,7.35,7,3,Rapid,1932
7+3,8.9,7,3,Rapid,1933
15+12,29.200000000000003,15,12,Rapid,1934
15+12,27.4,15,12,Rapid,1935
15+12,25.6,15,12,Rapid,1936
15+12,22.4,15,12,Rapid,1937
25+5,27.666666666666668,25,5,Classic,1938
20+2,22.23333333333333,20,2,Rapid,1939
7+2,9.533333333333331,7,2,Blitz,1940
5+5,13.666666666666666,5,5,Rapid,1941
5+5,14.166666666666666,5,5,Rapid,1942
8+10,17.666666666666664,8,10,Rapid,1943
14+14,20.3,14,14,Rapid,1944
5+10,17.166666666666664,5,10,Rapid,1945
5+10,13.833333333333332,5,10,Rapid,1946
5+10,24.83333333333333,5,10,Rapid,1947
5+10,22.666666666666664,5,10,Rapid,1948
5+10,10.166666666666666,5,10,Rapid,1949
5+10,14.0,5,10,Rapid,1950
5+10,10.0,5,10,Rapid,1951
5+10,9.666666666666666,5,10,Rapid,1952
5+10,13.666666666666666,5,10,Rapid,1953
5+10,24.5,5,10,Rapid,1954
5+10,12.333333333333332,5,10,Rapid,1955
5+10,10.666666666666666,5,10,Rapid,1956
5+10,15.0,5,10,Rapid,1957
5+10,12.666666666666666,5,10,Rapid,1958
5+10,26.5,5,10,Rapid,1959
5+10,7.833333333333333,5,10,Rapid,1960
5+10,5.5,5,10,Rapid,1961
5+10,23.166666666666664,5,10,Rapid,1962
5+10,17.666666666666664,5,10,Rapid,1963
5+10,18.0,5,10,Rapid,1964
5+10,21.33333333333333,5,10,Rapid,1965
5+10,15.333333333333332,5,10,Rapid,1966
5+10,21.0,5,10,Rapid,1967
5+10,11.5,5,10,Rapid,1968
5+10,13.166666666666666,5,10,Rapid,1969
5+10,30.33333333333333,5,10,Rapid,1970
5+10,15.5,5,10,Rapid,1971
